position,birth_year,height,peak_tier,peak_matches,best_league_info,player_link,scraped_at_utc
Centre Forward,1981.0,1.70m,5,107,"('Malaysia', 'I')",https://national-football-teams.com/player/4117/Akmal_Rizal_Rakhli.html,2026-04-25T12:30:37+00:00
Right Winger,1980.0,1.65m,5,24,"('Malaysia', 'I')",https://national-football-teams.com/player/30687/Zainizam_Marjan.html,2026-04-25T12:30:37+00:00
Defender,1977.0,1.76m,5,17,"('Vietnam', 'I')",https://national-football-teams.com/player/7259/M_Nh_Dung_Nguy_N.html,2026-04-25T12:30:37+00:00
Attacking Midfielder,1979.0,1.73m,5,27,"('Vietnam', 'I')",https://national-football-teams.com/player/7844/B_O_Khanh_Th_Ch.html,2026-04-25T12:30:37+00:00
Centre Forward,1984.0,1.76m,5,107,"('Vietnam', 'I')",https://national-football-teams.com/player/9787/Van_Thanh_D_Ng.html,2026-04-25T12:30:37+00:00
Defender,1987.0,1.76m,6,0,,https://national-football-teams.com/player/9823/Sovanrithy_Tun.html,2026-04-25T12:30:37+00:00
Defender,1986.0,1.73m,6,0,,https://national-football-teams.com/player/9824/Thuon_Suon.html,2026-04-25T12:30:38+00:00
Midfielder,1982.0,1.60m,6,0,,https://national-football-teams.com/player/9827/Sokunthea_Hang.html,2026-04-25T12:30:38+00:00
Midfielder,1976.0,1.73m,6,0,,https://national-football-teams.com/player/9836/Darith_Hing.html,2026-04-25T12:30:39+00:00
Goalkeeper,1986.0,1.73m,6,0,,https://national-football-teams.com/player/23620/Viskora_Hong.html,2026-04-25T12:30:39+00:00
Midfielder,1986.0,1.75m,6,0,,https://national-football-teams.com/player/9828/Dary_Bouy.html,2026-04-25T12:30:39+00:00
Striker,1985.0,1.75m,6,0,,https://national-football-teams.com/player/9837/Sinoun_Nuth.html,2026-04-25T12:30:39+00:00
Goalkeeper,1984.0,1.68m,6,0,,https://national-football-teams.com/player/9820/Sineth_Thai.html,2026-04-25T12:30:39+00:00
Midfielder,1986.0,1.76m,6,0,,https://national-football-teams.com/player/9835/Stephane_Pen.html,2026-04-25T12:30:39+00:00
Midfielder,1974.0,1.80m,5,148,"('Singapore', 'I')",https://national-football-teams.com/player/5975/Tat_Chuan_Goh.html,2026-04-25T12:30:39+00:00
Right Winger,1983.0,1.70m,5,229,"('Indonesia', 'I')",https://national-football-teams.com/player/8575/Itimi_Dickson.html,2026-04-25T12:30:39+00:00
Centre Midfielder,1980.0,1.67m,5,211,"('Singapore', 'I')",https://national-football-teams.com/player/7884/Ishak_Zainol.html,2026-04-25T12:30:39+00:00
Defender,1982.0,1.68m,6,0,,https://national-football-teams.com/player/1204/Samnang_Poeu.html,2026-04-25T12:30:39+00:00
Striker,1983.0,1.60m,6,0,,https://national-football-teams.com/player/7876/Davone_Vongsamany.html,2026-04-25T12:30:41+00:00
Midfielder,1981.0,1.70m,6,0,,https://national-football-teams.com/player/9799/Vannaseng_Nakady.html,2026-04-25T12:30:41+00:00
Midfielder,1973.0,,6,0,,https://national-football-teams.com/player/21072/Souvanno_Luang_Amath.html,2026-04-25T12:30:41+00:00
Striker,1980.0,1.73m,6,0,,https://national-football-teams.com/player/9817/Phonesouk_Sitthilath.html,2026-04-25T12:30:41+00:00
Defensive Midfielder,1984.0,1.78m,5,227,"('Singapore', 'I')",https://national-football-teams.com/player/9764/Tengku_Mushadad.html,2026-04-25T12:30:41+00:00
Right Winger,1982.0,1.78m,5,272,"('Singapore', 'I')",https://national-football-teams.com/player/29647/Ruhaizad_Ismail.html,2026-04-25T12:30:41+00:00
Defender,1982.0,,6,0,,https://national-football-teams.com/player/23623/Veasna_Chea.html,2026-04-25T12:30:41+00:00
Defender,1985.0,1.72m,6,0,,https://national-football-teams.com/player/23621/Sothearith_Thul.html,2026-04-25T12:30:41+00:00
Goalkeeper,1978.0,,6,0,,https://national-football-teams.com/player/5049/Iyad_Dwaima.html,2026-04-25T12:30:41+00:00
Striker,1984.0,,6,0,,https://national-football-teams.com/player/23599/Mohammed_Abu_Keshek.html,2026-04-25T12:30:42+00:00
Midfielder,1985.0,,6,0,,https://national-football-teams.com/player/23616/Bunvichet_Ty.html,2026-04-25T12:30:43+00:00
Goalkeeper,1988.0,1.65m,6,0,,https://national-football-teams.com/player/22975/Joseph_Laanan.html,2026-04-25T12:30:43+00:00
Midfielder,1984.0,,6,0,,https://national-football-teams.com/player/3690/Sathongyot_Sisomephone.html,2026-04-25T12:30:43+00:00
Midfielder,1987.0,1.70m,6,0,,https://national-football-teams.com/player/35037/Khaisone_Soukhavong.html,2026-04-25T12:30:43+00:00
Goalkeeper,1984.0,1.76m,6,0,,https://national-football-teams.com/player/9822/Veasna_Oum.html,2026-04-25T12:30:43+00:00
Goalkeeper,1980.0,1.80m,5,28,"('Malaysia', 'I')",https://national-football-teams.com/player/9572/Azizon_Abdul_Kadir.html,2026-04-25T12:30:43+00:00
Midfielder,1978.0,,5,25,"('Malaysia', 'I')",https://national-football-teams.com/player/21692/Rezal_Zambery_Yahya.html,2026-04-25T12:30:43+00:00
Defender,1978.0,1.76m,5,23,"('Malaysia', 'I')",https://national-football-teams.com/player/22947/Mohd_Hamzani_Omar.html,2026-04-25T12:30:43+00:00
Midfielder,1981.0,1.73m,5,61,"('Malaysia', 'I')",https://national-football-teams.com/player/22948/Shahrulnizam_Mustapa.html,2026-04-25T12:30:43+00:00
Centre Midfielder,1982.0,1.67m,6,0,,https://national-football-teams.com/player/9578/Mohd_Ivan_Yusoff.html,2026-04-25T12:30:43+00:00
Defender,1980.0,1.72m,5,26,"('Malaysia', 'I')",https://national-football-teams.com/player/21689/Mohd_Fauzi_Nan.html,2026-04-25T12:30:45+00:00
Goalkeeper,1978.0,1.76m,5,36,"('Malaysia', 'I')",https://national-football-teams.com/player/22459/Mohd_Suffian_Rahman.html,2026-04-25T12:30:45+00:00
Centre Back,1980.0,1.70m,6,0,,https://national-football-teams.com/player/22460/Nazrul_Erwan_Makmor.html,2026-04-25T12:30:45+00:00
Midfielder,1987.0,1.70m,6,0,,https://national-football-teams.com/player/23768/Rotha_Loch.html,2026-04-25T12:30:45+00:00
Striker,1985.0,1.76m,6,0,,https://national-football-teams.com/player/9839/Chum_Chin.html,2026-04-25T12:30:45+00:00
Midfielder,1984.0,1.75m,6,0,,https://national-football-teams.com/player/32882/Anas_Al_Asaf.html,2026-04-25T12:30:45+00:00
Midfielder,1983.0,,4,143,"('Uzbekistan', 'I')",https://national-football-teams.com/player/9485/Myrat_Hamrayew.html,2026-04-25T12:30:45+00:00
Defender,1982.0,,4,28,"('Uzbekistan', 'I')",https://national-football-teams.com/player/9821/Yagmyrmyrat_Annamyradow.html,2026-04-25T12:30:45+00:00
Defender,1984.0,,6,0,,https://national-football-teams.com/player/9829/Begli_Annageldiyew.html,2026-04-25T12:30:45+00:00
Right Winger,1984.0,1.76m,4,330,"('Uzbekistan', 'I')",https://national-football-teams.com/player/23626/Artur_Geworkyan.html,2026-04-25T12:30:45+00:00
Defender,1989.0,1.75m,6,0,,https://national-football-teams.com/player/34306/Rithy_Sok.html,2026-04-25T12:30:47+00:00
Striker,1982.0,,6,0,,https://national-football-teams.com/player/34305/Pich_Sina.html,2026-04-25T12:30:47+00:00
Right Winger,1983.0,1.75m,5,133,"('Indonesia', 'I')",https://national-football-teams.com/player/30858/Rudi_Widodo.html,2026-04-25T12:30:47+00:00
Midfielder,1990.0,,6,0,,https://national-football-teams.com/player/34303/Bunny_Sem.html,2026-04-25T12:30:47+00:00
Striker,1986.0,,6,0,,https://national-football-teams.com/player/21701/Kyaw_Thi_Ha.html,2026-04-25T12:30:47+00:00
Defender,1990.0,1.80m,6,0,,https://national-football-teams.com/player/13067/Thura_Aung.html,2026-04-25T12:30:47+00:00
Striker,1985.0,1.79m,6,0,,https://national-football-teams.com/player/21702/Si_Thu_Win.html,2026-04-25T12:30:47+00:00
Goalkeeper,1987.0,1.78m,6,0,,https://national-football-teams.com/player/34301/Simay_Hem.html,2026-04-25T12:30:47+00:00
Defender,1983.0,,6,0,,https://national-football-teams.com/player/34302/Sophy_Phau.html,2026-04-25T12:30:47+00:00
Defender,1988.0,1.84m,6,0,,https://national-football-teams.com/player/34307/Makara_Soun.html,2026-04-25T12:30:47+00:00
Defender,1982.0,1.64m,5,103,"('Macau', 'I')",https://national-football-teams.com/player/3984/Wai_Tong_Hoi.html,2026-04-25T12:30:50+00:00
Goalkeeper,1980.0,1.72m,5,95,"('Macau', 'I')",https://national-football-teams.com/player/8417/Chon_Kit_Leong.html,2026-04-25T12:30:50+00:00
Defender,1983.0,1.78m,5,12,"('Macau', 'I')",https://national-football-teams.com/player/23002/Fai_Wong_Sou.html,2026-04-25T12:30:50+00:00
Defensive Midfielder,1986.0,1.70m,5,57,"('Macau', 'I')",https://national-football-teams.com/player/23016/Luis_Manuel_Amorim.html,2026-04-25T12:30:50+00:00
Midfielder,1988.0,,5,14,"('Macau', 'I')",https://national-football-teams.com/player/23014/Chi_Seng_Lei.html,2026-04-25T12:30:50+00:00
Midfielder,1988.0,1.81m,5,16,"('Macau', 'I')",https://national-football-teams.com/player/32853/Sio_Meng_Leong.html,2026-04-25T12:30:50+00:00
Striker,1986.0,,6,0,,https://national-football-teams.com/player/58483/Manuel_Pereira.html,2026-04-25T12:30:50+00:00
Left Back,1979.0,1.75m,5,72,"('Macau', 'I')",https://national-football-teams.com/player/3981/Geofredo_Cheung.html,2026-04-25T12:30:50+00:00
Midfielder,1989.0,1.76m,5,87,"('Macau', 'I')",https://national-football-teams.com/player/31152/Ka_Kei_Lei.html,2026-04-25T12:30:50+00:00
Centre Back,1989.0,1.83m,5,24,"('Philippines', 'I')",https://national-football-teams.com/player/40277/David_Basa.html,2026-04-25T12:30:50+00:00
Defender,1989.0,1.77m,6,0,,https://national-football-teams.com/player/40443/Rady_Pheak.html,2026-04-25T12:30:51+00:00
Midfielder,1992.0,1.67m,6,0,,https://national-football-teams.com/player/40436/Saray_Tum.html,2026-04-25T12:30:51+00:00
Defender,1987.0,1.78m,6,0,,https://national-football-teams.com/player/40435/Borin_Rang.html,2026-04-25T12:30:51+00:00
Midfielder,1977.0,1.65m,6,0,,https://national-football-teams.com/player/9286/Helder_Mota_Ricardo.html,2026-04-25T12:30:52+00:00
Defender,1987.0,1.66m,6,0,,https://national-football-teams.com/player/23709/Juvito_Da_Silva.html,2026-04-25T12:30:52+00:00
Midfielder,1981.0,1.64m,6,0,,https://national-football-teams.com/player/40422/Cipriano_Branco.html,2026-04-25T12:30:52+00:00
Striker,1983.0,1.70m,6,0,,https://national-football-teams.com/player/40426/Lino_Da_Costa.html,2026-04-25T12:30:52+00:00
Defender,1987.0,1.68m,6,0,,https://national-football-teams.com/player/40441/Elijeu_De_Jesus.html,2026-04-25T12:30:52+00:00
Midfielder,1986.0,1.69m,6,0,,https://national-football-teams.com/player/40442/Carlos_Mateus.html,2026-04-25T12:30:52+00:00
Midfielder,1985.0,1.72m,6,0,,https://national-football-teams.com/player/40425/Vicente_Ramos.html,2026-04-25T12:30:52+00:00
Midfielder,1985.0,1.67m,6,0,,https://national-football-teams.com/player/40423/Zeferino_Martins.html,2026-04-25T12:30:54+00:00
Defender,1987.0,1.70m,6,0,,https://national-football-teams.com/player/9798/Kitsada_Thongkhen.html,2026-04-25T12:30:54+00:00
Centre Midfielder,1992.0,1.68m,6,0,,https://national-football-teams.com/player/40433/Konekham_Inthammavong.html,2026-04-25T12:30:54+00:00
Striker,1990.0,1.71m,6,0,,https://national-football-teams.com/player/42691/Pheng_Sok.html,2026-04-25T12:30:54+00:00
Defender,1991.0,1.75m,6,0,,https://national-football-teams.com/player/42778/Udom_Thong.html,2026-04-25T12:30:54+00:00
Midfielder,1988.0,1.83m,6,0,,https://national-football-teams.com/player/26065/Artem_Muladjanov.html,2026-04-25T12:30:54+00:00
Defender,1989.0,1.70m,6,0,,https://national-football-teams.com/player/30773/Kursanbek_Sheratov.html,2026-04-25T12:30:54+00:00
Right Back,1985.0,1.78m,6,0,,https://national-football-teams.com/player/30776/Rustem_Usanov.html,2026-04-25T12:30:54+00:00
Left Midfielder,1988.0,1.83m,5,37,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/42674/Anatoliy_Vlasichev.html,2026-04-25T12:30:54+00:00
Centre Midfielder,1986.0,1.77m,5,29,"('Kazakhstan', 'I')",https://national-football-teams.com/player/42676/Yevgeniy_Malinin.html,2026-04-25T12:30:54+00:00
Goalkeeper,1992.0,1.76m,5,11,"('Cambodia', 'I')",https://national-football-teams.com/player/42749/Bunchay_Peng.html,2026-04-25T12:30:56+00:00
Right Back,1987.0,1.70m,6,0,,https://national-football-teams.com/player/35794/Akmal_Saburov.html,2026-04-25T12:30:56+00:00
Defender,1985.0,1.76m,5,81,"('Macau', 'I')",https://national-football-teams.com/player/23003/Ka_Pou_Lam.html,2026-04-25T12:30:56+00:00
Striker,1980.0,1.65m,6,0,,https://national-football-teams.com/player/23009/Chong_In_Leong.html,2026-04-25T12:30:56+00:00
Left Back,1989.0,1.74m,5,98,"('Macau', 'I')",https://national-football-teams.com/player/30284/Vernon_Wong.html,2026-04-25T12:30:56+00:00
Centre Forward,1991.0,,5,21,"('Macau', 'I')",https://national-football-teams.com/player/41830/Vinicio_Alves.html,2026-04-25T12:30:56+00:00
Centre Forward,1988.0,1.71m,5,132,"('Macau', 'I')",https://national-football-teams.com/player/23018/Man_Hou_Ho.html,2026-04-25T12:30:56+00:00
Midfielder,1983.0,1.85m,5,90,"('Macau', 'I')",https://national-football-teams.com/player/41829/Herculano_Monteiro.html,2026-04-25T12:30:56+00:00
Defender,1993.0,1.70m,6,0,,https://national-football-teams.com/player/43824/Souliya_Syphasay.html,2026-04-25T12:30:56+00:00
Midfielder,1992.0,1.66m,6,0,,https://national-football-teams.com/player/43827/Phettikone_Pangnasith.html,2026-04-25T12:30:56+00:00
Striker,1992.0,1.70m,6,0,,https://national-football-teams.com/player/48651/Udom_Srey.html,2026-04-25T12:30:58+00:00
Defender,1992.0,1.70m,6,0,,https://national-football-teams.com/player/48653/Khemrin_Khek.html,2026-04-25T12:30:58+00:00
Left Back,1987.0,1.75m,6,0,,https://national-football-teams.com/player/49114/Pyaye_Phyo_Aung.html,2026-04-25T12:30:59+00:00
Centre Forward,1992.0,1.71m,5,81,"('Myanmar', 'I')",https://national-football-teams.com/player/49115/Thet_Naing.html,2026-04-25T12:30:59+00:00
Midfielder,1994.0,1.70m,5,10,"('East_Timor', 'I')",https://national-football-teams.com/player/48977/Nilo_Soares.html,2026-04-25T12:30:59+00:00
Centre Forward,1982.0,,6,0,,https://national-football-teams.com/player/8145/Berdy_Samyradow.html,2026-04-25T12:30:59+00:00
Defender,1982.0,,5,13,"('Turkmenistan', 'I')",https://national-football-teams.com/player/36212/Dawid_Sarkisow.html,2026-04-25T12:30:59+00:00
Midfielder,1988.0,1.70m,5,22,"('Turkmenistan', 'I')",https://national-football-teams.com/player/49175/Gurbangeldi_Batyrow.html,2026-04-25T12:30:59+00:00
Midfielder,1988.0,,6,0,,https://national-football-teams.com/player/51891/Nursahet_Sapargylyjow.html,2026-04-25T12:30:59+00:00
Centre Forward,1986.0,1.78m,1,10,"('Germany', 'I')",https://national-football-teams.com/player/54206/Chhunly_Pagenburg.html,2026-04-25T12:30:59+00:00
Right Midfielder,1985.0,1.70m,5,159,"('Usa', 'I')",https://national-football-teams.com/player/48793/Ryan_Guy.html,2026-04-25T12:31:01+00:00
Left Midfielder,1986.0,1.79m,5,10,"('India', 'I')",https://national-football-teams.com/player/51514/John_Matkin.html,2026-04-25T12:31:01+00:00
Right Back,1985.0,1.78m,6,132,"('Usa', 'III')",https://national-football-teams.com/player/54205/Erik_Ustruck.html,2026-04-25T12:31:01+00:00
Defender,1990.0,1.75m,6,0,,https://national-football-teams.com/player/22985/Scott_Guerrero.html,2026-04-25T12:31:01+00:00
Goalkeeper,1993.0,1.88m,6,21,"('Usa', None)",https://national-football-teams.com/player/54207/Bijan_Gloston.html,2026-04-25T12:31:01+00:00
Right Back,1984.0,1.79m,5,78,"('Malaysia', 'I')",https://national-football-teams.com/player/40835/Mohd_Razman_Roslan.html,2026-04-25T12:31:01+00:00
Striker,1987.0,1.68m,5,77,"('Malaysia', 'I')",https://national-football-teams.com/player/48132/Abdul_Manaf_Mamat.html,2026-04-25T12:31:01+00:00
Centre Midfielder,1987.0,1.76m,5,32,"('Malaysia', 'I')",https://national-football-teams.com/player/54784/Mohd_Hafiz_Kamal.html,2026-04-25T12:31:01+00:00
Attacking Midfielder,1982.0,1.78m,5,195,"('Malaysia', 'I')",https://national-football-teams.com/player/51858/Mohd_Badri_Radzi.html,2026-04-25T12:31:01+00:00
Defender,1993.0,1.80m,6,0,,https://national-football-teams.com/player/57208/Daravorn_Moul.html,2026-04-25T12:31:01+00:00
Defender,1994.0,1.76m,6,10,"('Cambodia', 'II')",https://national-football-teams.com/player/57209/Srin_Ngoy.html,2026-04-25T12:31:03+00:00
Midfielder,1987.0,1.70m,6,0,,https://national-football-teams.com/player/57212/Sothy_Ouk.html,2026-04-25T12:31:03+00:00
Left Winger,1988.0,1.72m,5,196,"('Indonesia', 'I')",https://national-football-teams.com/player/46230/Zulham_Zamrun.html,2026-04-25T12:31:03+00:00
Right Midfielder,1984.0,1.80m,5,208,"('Indonesia', 'I')",https://national-football-teams.com/player/49760/Raphael_Maitimo.html,2026-04-25T12:31:03+00:00
Goalkeeper,1990.0,1.84m,5,136,"('Indonesia', 'I')",https://national-football-teams.com/player/51931/Kurnia_Meiga_Hermansyah.html,2026-04-25T12:31:03+00:00
Left Midfielder,1989.0,1.72m,5,248,"('Indonesia', 'I')",https://national-football-teams.com/player/56150/Rizky_Pora.html,2026-04-25T12:31:03+00:00
Defensive Midfielder,1988.0,1.70m,5,125,"('Indonesia', 'I')",https://national-football-teams.com/player/56171/Anindito_Wahyu_Erminarno.html,2026-04-25T12:31:03+00:00
Defensive Midfielder,1986.0,1.68m,5,280,"('Indonesia', 'I')",https://national-football-teams.com/player/40225/Tony_Sucipto.html,2026-04-25T12:31:04+00:00
Midfielder,1987.0,1.70m,5,55,"('Indonesia', 'I')",https://national-football-teams.com/player/56151/Steven_Imbiri.html,2026-04-25T12:31:04+00:00
Defensive Midfielder,1990.0,1.72m,5,308,"('Indonesia', 'I')",https://national-football-teams.com/player/52545/Hendro_Siswanto.html,2026-04-25T12:31:04+00:00
Centre Back,1985.0,1.77m,5,209,"('Indonesia', 'I')",https://national-football-teams.com/player/57358/Dedi_Gusmawan.html,2026-04-25T12:31:05+00:00
Goalkeeper,1982.0,1.77m,6,0,,https://national-football-teams.com/player/9580/Wei_Chih_Pan.html,2026-04-25T12:31:05+00:00
Left Back,1985.0,1.68m,6,0,,https://national-football-teams.com/player/21517/Yu_Lin_Chen.html,2026-04-25T12:31:05+00:00
Defender,1982.0,,6,0,,https://national-football-teams.com/player/22961/Chan_Yu_Kuo.html,2026-04-25T12:31:05+00:00
Midfielder,1991.0,1.79m,6,0,,https://national-football-teams.com/player/57390/Chia_Huang_Yang.html,2026-04-25T12:31:05+00:00
Centre Forward,1983.0,1.76m,6,0,,https://national-football-teams.com/player/25920/Yin_Hung_Kuo.html,2026-04-25T12:31:05+00:00
Centre Forward,1990.0,1.75m,6,0,,https://national-football-teams.com/player/45167/I_Huan_Chiu.html,2026-04-25T12:31:05+00:00
Centre Back,1987.0,1.88m,5,59,"('Taiwan', 'I')",https://national-football-teams.com/player/33097/Cheng_Yi_Lin.html,2026-04-25T12:31:05+00:00
Centre Midfielder,1993.0,1.70m,5,63,"('Taiwan', 'I')",https://national-football-teams.com/player/53896/Chien_Hsun_Lin.html,2026-04-25T12:31:06+00:00
Left Midfielder,1991.0,1.75m,5,21,"('Singapore', 'I')",https://national-football-teams.com/player/52742/Nanda_Lin_Kyaw_Chit.html,2026-04-25T12:31:06+00:00
Centre Midfielder,1994.0,1.75m,6,0,,https://national-football-teams.com/player/57559/Chit_Su_Moe.html,2026-04-25T12:31:08+00:00
Defender,1993.0,1.65m,6,0,,https://national-football-teams.com/player/52746/Ye_Win_Aung.html,2026-04-25T12:31:08+00:00
Goalkeeper,1989.0,1.85m,5,25,"('Philippines', 'I')",https://national-football-teams.com/player/57774/Tomas_Trigo.html,2026-04-25T12:31:08+00:00
Centre Forward,1995.0,1.69m,6,0,,https://national-football-teams.com/player/57776/Borey_Noun.html,2026-04-25T12:31:08+00:00
Left Back,1995.0,1.93m,5,69,"('Macau', 'I')",https://national-football-teams.com/player/58417/Alex_Matos.html,2026-04-25T12:31:08+00:00
Striker,1992.0,,5,114,"('Macau', 'I')",https://national-football-teams.com/player/56911/Weng_Hou_Choi.html,2026-04-25T12:31:08+00:00
Left Back,1990.0,1.77m,5,137,"('Macau', 'I')",https://national-football-teams.com/player/58418/Chi_Kin_Lei.html,2026-04-25T12:31:08+00:00
