position,birth_year,height,peak_tier,peak_matches,best_league_info,player_link,scraped_at_utc
Attacking Midfielder,1979.0,1.85m,3,189,"('Norway', 'I')",https://national-football-teams.com/player/7751/Karim_Essediri.html,2026-04-25T13:25:37+00:00
Left Back,1979.0,1.83m,2,65,"('Ukraine', 'I')",https://national-football-teams.com/player/9625/Vyacheslav_Sviderskyi.html,2026-04-25T13:25:37+00:00
Right Midfielder,1983.0,1.80m,2,299,"('Ukraine', 'I')",https://national-football-teams.com/player/6962/Oleh_Husyev.html,2026-04-25T13:25:38+00:00
Secondary striker,1979.0,1.79m,1,167,"('Germany', 'I')",https://national-football-teams.com/player/6925/Andriy_Voronin.html,2026-04-25T13:25:38+00:00
Centre Forward,1976.0,1.83m,1,273,"('Italy', 'I')",https://national-football-teams.com/player/6926/Andriy_Shevchenko.html,2026-04-25T13:25:38+00:00
Centre Forward,1985.0,1.90m,2,166,"('Ukraine', 'I')",https://national-football-teams.com/player/14443/Artem_Milevskyi.html,2026-04-25T13:25:40+00:00
Left Back,1981.0,1.73m,1,263,"('Spain', 'I')",https://national-football-teams.com/player/10960/Antonio_Lopez.html,2026-04-25T13:25:40+00:00
Right Back,1975.0,1.73m,1,383,"('England', 'I')",https://national-football-teams.com/player/6236/Michel_Salgado.html,2026-04-25T13:25:40+00:00
Centre Forward,1980.0,1.84m,2,88,"('Belgium', 'I')",https://national-football-teams.com/player/2374/Paulus_Roiha.html,2026-04-25T13:25:40+00:00
Attacking Midfielder,1985.0,1.84m,5,139,"('Finland', 'I')",https://national-football-teams.com/player/13510/Ville_Taulo.html,2026-04-25T13:25:40+00:00
Goalkeeper,1982.0,1.83m,5,10,"('Kosovo', 'I')",https://national-football-teams.com/player/54941/Valmir_Bytyci.html,2026-04-25T13:25:40+00:00
Centre Back,1981.0,1.83m,6,110,"('Iceland', 'II')",https://national-football-teams.com/player/9450/Benis_Krasniqi.html,2026-04-25T13:25:40+00:00
Centre Back,1982.0,1.84m,5,61,"('Kosovo', 'I')",https://national-football-teams.com/player/54942/Erdin_Hashani.html,2026-04-25T13:25:40+00:00
Left Back,1987.0,,6,266,"('Germany', 'VII')",https://national-football-teams.com/player/54944/Shiqeri_Alili.html,2026-04-25T13:25:40+00:00
Left Back,1983.0,1.78m,5,88,"('Kosovo', 'I')",https://national-football-teams.com/player/54943/Fisnik_Papuci.html,2026-04-25T13:25:40+00:00
Defensive Midfielder,1971.0,1.77m,2,250,"('Belgium', 'I')",https://national-football-teams.com/player/68/Besnik_Hasi.html,2026-04-25T13:25:42+00:00
Centre Forward,1973.0,1.81m,6,0,,https://national-football-teams.com/player/54947/Haxhi_Zeka.html,2026-04-25T13:25:42+00:00
Centre Forward,1983.0,1.78m,5,28,"('Kosovo', 'I')",https://national-football-teams.com/player/54946/Uliks_Emra.html,2026-04-25T13:25:42+00:00
Defensive Midfielder,1980.0,1.83m,5,121,"('North_Macedonia', 'I')",https://national-football-teams.com/player/9440/Fisnik_Gashi.html,2026-04-25T13:25:42+00:00
Midfielder,1977.0,,6,0,,https://national-football-teams.com/player/54945/Muhamet_Dragusha.html,2026-04-25T13:25:43+00:00
Centre Midfielder,1982.0,1.81m,5,164,"('Albania', 'I')",https://national-football-teams.com/player/9456/Ilir_Nallbani.html,2026-04-25T13:25:43+00:00
Centre Forward,1979.0,1.80m,5,24,"('Montenegro', 'I')",https://national-football-teams.com/player/54948/Ismet_Ramushi.html,2026-04-25T13:25:43+00:00
Centre Forward,1983.0,1.86m,3,15,"('Cyprus', 'I')",https://national-football-teams.com/player/54950/Genc_Hyseni.html,2026-04-25T13:25:43+00:00
Secondary striker,1981.0,,6,0,,https://national-football-teams.com/player/54951/Burim_Hashani.html,2026-04-25T13:25:43+00:00
Midfielder,1985.0,1.70m,5,27,"('Kosovo', 'I')",https://national-football-teams.com/player/54949/Dukagjin_Gashi.html,2026-04-25T13:25:43+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/31092/Hussain_Al_Hajaei.html,2026-04-25T13:25:44+00:00
Goalkeeper,1984.0,1.94m,5,307,"('Estonia', 'I')",https://national-football-teams.com/player/9156/Mihkel_Aksalu.html,2026-04-25T13:25:44+00:00
Centre Forward,1988.0,1.80m,3,69,"('Denmark', 'I')",https://national-football-teams.com/player/23409/Kaimar_Saag.html,2026-04-25T13:25:45+00:00
Centre Forward,1984.0,1.96m,5,150,"('Hungary', 'I')",https://national-football-teams.com/player/11800/Jarmo_Ahjupera.html,2026-04-25T13:25:45+00:00
Right Midfielder,1981.0,1.78m,5,39,"('Egypt', 'I')",https://national-football-teams.com/player/2085/Mohsen_Hendawy.html,2026-04-25T13:25:45+00:00
Defender,1985.0,1.80m,2,28,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/23063/Majed_Al_Amri.html,2026-04-25T13:25:45+00:00
Defender,1981.0,,2,59,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/31093/Jama_An_Al_Jama_An.html,2026-04-25T13:25:45+00:00
Left Back,1986.0,1.75m,2,369,"('Belgium', 'I')",https://national-football-teams.com/player/23452/Nana_Akwasi_Asare.html,2026-04-25T13:25:45+00:00
Defensive Midfielder,1984.0,1.84m,3,71,"('Italy', 'II')",https://national-football-teams.com/player/23300/Ahmed_Barusso.html,2026-04-25T13:25:45+00:00
Right Midfielder,1984.0,1.80m,5,18,"('Malta', 'I')",https://national-football-teams.com/player/2489/Aziz_Corr_Nyang.html,2026-04-25T13:25:45+00:00
Left Back,1986.0,1.72m,2,117,"('Scotland', 'I')",https://national-football-teams.com/player/2498/Pa_Saikou_Kujabi.html,2026-04-25T13:25:47+00:00
Goalkeeper,1980.0,1.98m,3,205,"('Sweden', 'I')",https://national-football-teams.com/player/2506/Pa_Dembo_Touray.html,2026-04-25T13:25:47+00:00
Defender,1973.0,1.75m,3,21,"('Germany', 'II')",https://national-football-teams.com/player/2511/Abdourahman_Njie.html,2026-04-25T13:25:47+00:00
Left Winger,1980.0,1.73m,2,150,"('Belgium', 'I')",https://national-football-teams.com/player/2512/Ebrima_Sillah.html,2026-04-25T13:25:47+00:00
Defender,1974.0,1.83m,3,20,"('Germany', 'II')",https://national-football-teams.com/player/7243/Timo_Uster.html,2026-04-25T13:25:47+00:00
Striker,1981.0,1.78m,6,139,"('Germany', 'VII')",https://national-football-teams.com/player/20777/Mohammed_Camara.html,2026-04-25T13:25:47+00:00
Midfielder,1985.0,1.82m,6,99,"('Germany', 'IV')",https://national-football-teams.com/player/20778/Pa_Malick_Joof.html,2026-04-25T13:25:47+00:00
Defender,1975.0,1.77m,6,181,"('Germany', 'IV')",https://national-football-teams.com/player/20779/Momar_Njie.html,2026-04-25T13:25:47+00:00
Midfielder,1971.0,1.90m,6,313,"('Germany', 'VI')",https://national-football-teams.com/player/21430/Kemo_Ceesay.html,2026-04-25T13:25:47+00:00
Centre Back,1984.0,1.78m,6,0,,https://national-football-teams.com/player/4550/Franklin_April.html,2026-04-25T13:25:47+00:00
Centre Back,1988.0,1.71m,6,0,,https://national-football-teams.com/player/23162/Gottlieb_Nakuta.html,2026-04-25T13:25:49+00:00
Centre Forward,1985.0,1.70m,6,0,,https://national-football-teams.com/player/24675/Pinehas_Jakob.html,2026-04-25T13:25:49+00:00
Striker,1986.0,,6,0,,https://national-football-teams.com/player/32163/Patrick_Jagger.html,2026-04-25T13:25:49+00:00
Centre Back,1984.0,1.84m,4,211,"('Uzbekistan', 'I')",https://national-football-teams.com/player/7155/Shavkat_Raimqulov.html,2026-04-25T13:25:49+00:00
Defensive Midfielder,1984.0,1.75m,5,379,"('Luxembourg', 'I')",https://national-football-teams.com/player/3956/Eric_Hoffmann.html,2026-04-25T13:25:49+00:00
Defensive Midfielder,1981.0,1.70m,5,422,"('Luxembourg', 'I')",https://national-football-teams.com/player/3974/Rene_Peters.html,2026-04-25T13:25:50+00:00
Midfielder,1980.0,,5,232,"('Luxembourg', 'I')",https://national-football-teams.com/player/11486/Carlos_Ferreira.html,2026-04-25T13:25:50+00:00
Right Back,1983.0,1.82m,5,43,"('Luxembourg', 'I')",https://national-football-teams.com/player/11489/Benoit_Lang.html,2026-04-25T13:25:50+00:00
Right Back,1987.0,1.75m,5,263,"('Luxembourg', 'I')",https://national-football-teams.com/player/12488/Kim_Kintziger.html,2026-04-25T13:25:50+00:00
Centre Forward,1987.0,1.75m,5,145,"('Luxembourg', 'I')",https://national-football-teams.com/player/12651/Joel_Kitenge.html,2026-04-25T13:25:50+00:00
Right Midfielder,1987.0,1.78m,5,124,"('Luxembourg', 'I')",https://national-football-teams.com/player/14658/Claudio_Lombardelli.html,2026-04-25T13:25:52+00:00
Goalkeeper,1979.0,1.90m,5,502,"('Luxembourg', 'I')",https://national-football-teams.com/player/15409/Jonathan_Joubert.html,2026-04-25T13:25:52+00:00
Left Winger,1985.0,1.77m,5,440,"('Luxembourg', 'I')",https://national-football-teams.com/player/22843/Daniel_Da_Mota.html,2026-04-25T13:25:52+00:00
Left Back,1969.0,1.90m,5,350,"('Luxembourg', 'I')",https://national-football-teams.com/player/24109/Jean_Wagner.html,2026-04-25T13:25:52+00:00
Left Back,1988.0,1.82m,5,39,"('Luxembourg', 'I')",https://national-football-teams.com/player/24110/Gerard_Geisbusch.html,2026-04-25T13:25:52+00:00
Left Back,1985.0,1.84m,5,250,"('Luxembourg', 'I')",https://national-football-teams.com/player/7500/Dan_Collette.html,2026-04-25T13:25:52+00:00
Attacking Midfielder,1981.0,1.71m,5,203,"('Luxembourg', 'I')",https://national-football-teams.com/player/3969/Alphonse_Leweck.html,2026-04-25T13:25:53+00:00
Centre Forward,1983.0,1.84m,5,165,"('Luxembourg', 'I')",https://national-football-teams.com/player/24728/Zarko_Lukic.html,2026-04-25T13:25:53+00:00
Midfielder,1982.0,1.70m,5,50,"('Luxembourg', 'I')",https://national-football-teams.com/player/24729/Jonathan_Proietti.html,2026-04-25T13:25:53+00:00
Centre Forward,1990.0,1.81m,5,21,"('Luxembourg', 'I')",https://national-football-teams.com/player/24934/Naby_Twimumu.html,2026-04-25T13:25:53+00:00
Right Back,1983.0,1.65m,2,107,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/58176/Kamel_Al_Mor.html,2026-04-25T13:25:54+00:00
Centre Midfielder,1980.0,1.79m,5,25,"('Tunisia', 'I')",https://national-football-teams.com/player/12773/Haithem_Mrabet.html,2026-04-25T13:25:54+00:00
Attacking Midfielder,1987.0,1.80m,3,13,"('Germany', 'II')",https://national-football-teams.com/player/15188/Tijani_Belaid.html,2026-04-25T13:25:54+00:00
Centre Back,1984.0,1.86m,3,23,"('Germany', 'II')",https://national-football-teams.com/player/15267/Radhouene_Felhi.html,2026-04-25T13:25:54+00:00
Left Winger,1988.0,1.80m,2,12,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/17954/Zouheir_Dhaouadi.html,2026-04-25T13:25:55+00:00
Secondary striker,1986.0,1.88m,1,66,"('Spain', 'I')",https://national-football-teams.com/player/30592/Lassad_Nouioui.html,2026-04-25T13:25:55+00:00
Right Back,1983.0,1.78m,1,144,"('Germany', 'I')",https://national-football-teams.com/player/33105/Sofian_Chahed.html,2026-04-25T13:25:55+00:00
Centre Back,1985.0,1.80m,5,146,"('Tunisia', 'I')",https://national-football-teams.com/player/25826/Khaled_Souissi.html,2026-04-25T13:25:55+00:00
Defensive Midfielder,1983.0,1.82m,1,90,"('France', 'I')",https://national-football-teams.com/player/25412/Nabil_Taider.html,2026-04-25T13:25:55+00:00
Goalkeeper,1984.0,1.90m,3,244,"('Israel', 'I')",https://national-football-teams.com/player/4840/Austin_Ejide.html,2026-04-25T13:25:55+00:00
Centre Forward,1988.0,1.91m,1,201,"('England', 'I')",https://national-football-teams.com/player/25933/Victor_Anichebe.html,2026-04-25T13:25:57+00:00
Right Back,1991.0,1.85m,5,75,"('Nigeria', 'I')",https://national-football-teams.com/player/38156/Terna_Suswam.html,2026-04-25T13:25:57+00:00
Left Winger,1982.0,1.82m,1,304,"('France', 'I')",https://national-football-teams.com/player/4849/John_Utaka.html,2026-04-25T13:25:57+00:00
Right Back,1983.0,1.83m,2,95,"('Russia', 'I')",https://national-football-teams.com/player/8493/Chidi_Odiah.html,2026-04-25T13:25:57+00:00
Defensive Midfielder,1987.0,1.80m,2,37,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/38441/Alaa_Al_Rishani.html,2026-04-25T13:25:57+00:00
Left Winger,1987.0,1.69m,1,491,"('Italy', 'I')",https://national-football-teams.com/player/38186/Pedro_Rodriguez.html,2026-04-25T13:25:57+00:00
Centre Forward,1985.0,1.95m,1,417,"('Italy', 'I')",https://national-football-teams.com/player/28692/Fernando_Llorente.html,2026-04-25T13:25:57+00:00
Defensive Midfielder,1988.0,1.90m,1,365,"('Germany', 'I')",https://national-football-teams.com/player/38185/Javi_Martinez.html,2026-04-25T13:25:57+00:00
Left Winger,1989.0,1.68m,2,68,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/48642/Abdulrahim_Al_Jaizawi.html,2026-04-25T13:25:57+00:00
Centre Back,1987.0,1.79m,2,125,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/40303/Jufain_Al_Bishi.html,2026-04-25T13:25:58+00:00
Centre Midfielder,1984.0,1.76m,1,50,"('Germany', 'I')",https://national-football-teams.com/player/8224/Chavdar_Yankov.html,2026-04-25T13:25:59+00:00
Left Back,1985.0,1.80m,2,152,"('Russia', 'I')",https://national-football-teams.com/player/17902/Petar_Zanev.html,2026-04-25T13:25:59+00:00
Left Midfielder,1987.0,1.75m,2,128,"('Russia', 'I')",https://national-football-teams.com/player/25003/Nikolay_Dimitrov.html,2026-04-25T13:26:00+00:00
Right Back,1988.0,1.85m,3,68,"('Poland', 'I')",https://national-football-teams.com/player/32793/Pavel_Vidanov.html,2026-04-25T13:26:00+00:00
Centre Back,1987.0,1.83m,5,179,"('North_Macedonia', 'I')",https://national-football-teams.com/player/36482/Yordan_Miliev.html,2026-04-25T13:26:00+00:00
Centre Midfielder,1981.0,1.84m,1,41,"('Germany', 'I')",https://national-football-teams.com/player/9097/Blagoy_Georgiev.html,2026-04-25T13:26:00+00:00
Centre Forward,1984.0,1.91m,3,261,"('Cyprus', 'I')",https://national-football-teams.com/player/30609/Dimitar_Makriev.html,2026-04-25T13:26:00+00:00
Centre Back,1986.0,1.80m,3,53,"('Denmark', 'I')",https://national-football-teams.com/player/15776/Nikolay_Bodurov.html,2026-04-25T13:26:00+00:00
Right Back,1987.0,1.66m,2,39,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/38547/Talal_Assiri.html,2026-04-25T13:26:00+00:00
Centre Forward,1983.0,1.80m,4,313,"('Uzbekistan', 'I')",https://national-football-teams.com/player/39698/Igor_Taran.html,2026-04-25T13:26:00+00:00
Left Back,1982.0,1.73m,6,60,"('Germany', 'VI')",https://national-football-teams.com/player/27563/Ousseni_Labo.html,2026-04-25T13:26:02+00:00
Right Midfielder,1987.0,1.82m,1,141,"('France', 'I')",https://national-football-teams.com/player/35121/Razak_Boukari.html,2026-04-25T13:26:02+00:00
Centre Forward,1990.0,1.83m,5,62,"('South_Africa', 'I')",https://national-football-teams.com/player/38277/Camaldine_Abraw.html,2026-04-25T13:26:02+00:00
Striker,1986.0,1.75m,6,0,,https://national-football-teams.com/player/39704/Koupossitere_Camara.html,2026-04-25T13:26:02+00:00
Left Midfielder,1991.0,1.73m,5,10,"('South_Africa', 'I')",https://national-football-teams.com/player/39705/Zakari_Morou.html,2026-04-25T13:26:02+00:00
Centre Forward,1990.0,1.67m,5,67,"('Tunisia', 'I')",https://national-football-teams.com/player/27986/Backer_Aloenouvo.html,2026-04-25T13:26:02+00:00
Centre Forward,1988.0,1.82m,3,27,"('Serbia', 'I')",https://national-football-teams.com/player/24338/Ibrahim_Salombo_Some.html,2026-04-25T13:26:02+00:00
Left Back,1979.0,1.76m,2,46,"('Belgium', 'I')",https://national-football-teams.com/player/26143/Muscal_Mvuezolo.html,2026-04-25T13:26:03+00:00
Centre Back,1986.0,1.89m,1,79,"('Germany', 'I')",https://national-football-teams.com/player/28783/Assani_Lukimya.html,2026-04-25T13:26:03+00:00
Goalkeeper,1986.0,1.98m,2,50,"('Scotland', 'I')",https://national-football-teams.com/player/38426/Yves_Ma_Kalambay.html,2026-04-25T13:26:03+00:00
Left Midfielder,1986.0,1.82m,5,86,"('Belgium', 'II')",https://national-football-teams.com/player/38427/Emongo_Diowo_Wetshi.html,2026-04-25T13:26:05+00:00
Centre Back,1990.0,1.88m,2,49,"('Austria', 'I')",https://national-football-teams.com/player/38429/Wilson_Kamavuaka.html,2026-04-25T13:26:05+00:00
Left Midfielder,1981.0,1.65m,1,14,"('Italy', 'I')",https://national-football-teams.com/player/38432/Pedro_Kamata.html,2026-04-25T13:26:05+00:00
Centre Forward,1982.0,1.87m,2,213,"('Greece', 'I')",https://national-football-teams.com/player/38434/Patrick_Dimbala.html,2026-04-25T13:26:05+00:00
Centre Forward,1983.0,1.82m,1,12,"('Germany', 'I')",https://national-football-teams.com/player/38435/Addy_Waku_Menga.html,2026-04-25T13:26:05+00:00
Left Winger,1982.0,1.80m,6,258,"('France', 'V')",https://national-football-teams.com/player/38433/Tristan_Mbongo.html,2026-04-25T13:26:05+00:00
Defensive Midfielder,1989.0,1.82m,3,125,"('France', 'II')",https://national-football-teams.com/player/38430/Distel_Zola.html,2026-04-25T13:26:05+00:00
Secondary striker,1985.0,1.74m,5,199,"('Angola', 'I')",https://national-football-teams.com/player/8496/Tresor_Mputu.html,2026-04-25T13:26:05+00:00
Defensive Midfielder,1986.0,1.82m,5,208,"('Uganda', 'I')",https://national-football-teams.com/player/6920/Tony_Mawejje.html,2026-04-25T13:26:05+00:00
Centre Back,1984.0,1.80m,5,166,"('Vietnam', 'I')",https://national-football-teams.com/player/6924/Andrew_Mwesigwa.html,2026-04-25T13:26:06+00:00
Goalkeeper,1985.0,1.88m,5,251,"('South_Africa', 'I')",https://national-football-teams.com/player/11780/Denis_Onyango.html,2026-04-25T13:26:08+00:00
Right Midfielder,1984.0,1.80m,5,39,"('Uganda', 'I')",https://national-football-teams.com/player/12302/Vincent_Kayizzi.html,2026-04-25T13:26:08+00:00
Centre Forward,1986.0,1.70m,5,36,"('Uganda', 'I')",https://national-football-teams.com/player/30341/Brian_Umony.html,2026-04-25T13:26:08+00:00
Attacking Midfielder,1985.0,1.83m,6,0,,https://national-football-teams.com/player/30344/Patrick_Ochan.html,2026-04-25T13:26:08+00:00
Centre Back,1991.0,1.80m,5,38,"('Ethiopia', 'I')",https://national-football-teams.com/player/36608/Isaac_Isinde.html,2026-04-25T13:26:08+00:00
Defensive Midfielder,1987.0,1.67m,5,159,"('Uganda', 'I')",https://national-football-teams.com/player/36609/Musa_Mudde.html,2026-04-25T13:26:08+00:00
Right Midfielder,1986.0,1.60m,5,13,"('Uganda', 'I')",https://national-football-teams.com/player/24542/Dan_Wagaluka.html,2026-04-25T13:26:08+00:00
Attacking Midfielder,1989.0,1.85m,6,0,,https://national-football-teams.com/player/30343/Owen_Kasule.html,2026-04-25T13:26:09+00:00
Attacking Midfielder,1985.0,1.87m,5,65,"('Angola', 'I')",https://national-football-teams.com/player/36681/Adawa_Mokanga.html,2026-04-25T13:26:09+00:00
Midfielder,1986.0,,6,0,,https://national-football-teams.com/player/39701/Hugo.html,2026-04-25T13:26:09+00:00
Defensive Midfielder,1985.0,1.77m,5,121,"('Angola', 'I')",https://national-football-teams.com/player/40490/Nandinho.html,2026-04-25T13:26:10+00:00
Centre Forward,1982.0,1.82m,5,45,"('Angola', 'I')",https://national-football-teams.com/player/36678/Rasca.html,2026-04-25T13:26:11+00:00
Attacking Midfielder,1986.0,1.81m,5,84,"('Angola', 'I')",https://national-football-teams.com/player/41165/Daniel_Mpele.html,2026-04-25T13:26:11+00:00
Centre Back,1988.0,1.79m,2,177,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/53990/Bader_Al_Nakhli.html,2026-04-25T13:26:11+00:00
Centre Midfielder,1985.0,1.76m,1,125,"('Italy', 'I')",https://national-football-teams.com/player/43397/Tino_Costa.html,2026-04-25T13:26:11+00:00
Centre Midfielder,1986.0,1.77m,1,150,"('Spain', 'I')",https://national-football-teams.com/player/45005/Augusto_Fernandez.html,2026-04-25T13:26:11+00:00
Centre Forward,1989.0,1.93m,1,230,"('Germany', 'I')",https://national-football-teams.com/player/49291/Franco_Di_Santo.html,2026-04-25T13:26:11+00:00
Left Back,1986.0,1.78m,1,411,"('Spain', 'I')",https://national-football-teams.com/player/32794/Nacho_Monreal.html,2026-04-25T13:26:11+00:00
Centre Midfielder,1987.0,1.79m,1,249,"('Spain', 'I')",https://national-football-teams.com/player/47697/Benat_Etxebarria.html,2026-04-25T13:26:11+00:00
Right Midfielder,1987.0,1.66m,2,108,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/48643/Hamad_Al_Hamad.html,2026-04-25T13:26:11+00:00
Left Back,1991.0,1.73m,2,16,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/50208/Majed_Asiri.html,2026-04-25T13:26:13+00:00
Centre Forward,1992.0,1.78m,5,21,"('Mozambique', 'I')",https://national-football-teams.com/player/48223/Lewis_Macha.html,2026-04-25T13:26:13+00:00
Attacking Midfielder,1993.0,1.70m,5,19,"('South_Africa', 'I')",https://national-football-teams.com/player/49376/Mukuka_Mulenga.html,2026-04-25T13:26:13+00:00
Secondary striker,1993.0,1.67m,5,70,"('Tanzania', 'I')",https://national-football-teams.com/player/49966/Moses_Phiri.html,2026-04-25T13:26:13+00:00
Defensive Midfielder,1994.0,1.78m,5,82,"('South_Africa', 'I')",https://national-football-teams.com/player/53988/Salulani_Phiri.html,2026-04-25T13:26:13+00:00
Centre Back,1984.0,1.81m,5,186,"('Congo', 'I')",https://national-football-teams.com/player/1581/Destin_Makita_Passy.html,2026-04-25T13:26:13+00:00
Centre Back,1986.0,1.84m,2,43,"('Belgium', 'I')",https://national-football-teams.com/player/45669/Mael_Lepicier.html,2026-04-25T13:26:13+00:00
Right Back,1985.0,1.78m,6,0,,https://national-football-teams.com/player/47863/Ulrich_Nzamba.html,2026-04-25T13:26:13+00:00
Secondary striker,1993.0,1.67m,5,129,"('Angola', 'I')",https://national-football-teams.com/player/40383/Jusly_Gitel_Boukama_Kaya.html,2026-04-25T13:26:13+00:00
Right Winger,1988.0,1.78m,2,11,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/27547/Fabrice_Ondama.html,2026-04-25T13:26:14+00:00
Left Back,1991.0,1.86m,6,0,,https://national-football-teams.com/player/49092/Dimitri_Bissiki.html,2026-04-25T13:26:16+00:00
Centre Forward,1979.0,1.73m,2,90,"('Portugal', 'I')",https://national-football-teams.com/player/2458/Henri_Antchouet.html,2026-04-25T13:26:16+00:00
Left Back,1986.0,1.74m,3,14,"('France', 'II')",https://national-football-teams.com/player/2465/Georges_Ambourouet.html,2026-04-25T13:26:16+00:00
Right Back,1982.0,1.70m,6,0,,https://national-football-teams.com/player/13569/Edmond_Mouele.html,2026-04-25T13:26:16+00:00
Centre Midfielder,1992.0,1.82m,1,18,"('Spain', 'I')",https://national-football-teams.com/player/41947/Levy_Madinda.html,2026-04-25T13:26:16+00:00
Centre Back,1989.0,1.70m,3,12,"('France', 'II')",https://national-football-teams.com/player/45029/Remy_Ebanega.html,2026-04-25T13:26:16+00:00
Centre Back,1992.0,1.88m,3,15,"('France', 'II')",https://national-football-teams.com/player/45792/Henri_Ndong.html,2026-04-25T13:26:16+00:00
Goalkeeper,1983.0,1.86m,6,0,,https://national-football-teams.com/player/46226/Stephane_Bitseki_Moto.html,2026-04-25T13:26:17+00:00
Centre Midfielder,1992.0,1.74m,2,122,"('China', 'I')",https://national-football-teams.com/player/41946/Alexander_Ndoumbou.html,2026-04-25T13:26:17+00:00
Centre Forward,1992.0,1.72m,6,0,,https://national-football-teams.com/player/46225/Allen_Dorian_Nono.html,2026-04-25T13:26:17+00:00
Striker,1985.0,1.70m,6,0,,https://national-football-teams.com/player/2462/Claude_Mve_Mintsa.html,2026-04-25T13:26:19+00:00
Defender,1987.0,1.88m,6,0,,https://national-football-teams.com/player/49626/Ahmed_Al_Sagheer.html,2026-04-25T13:26:19+00:00
Goalkeeper,1992.0,1.84m,2,42,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/53564/Abdullah_Al_Sudairi.html,2026-04-25T13:26:19+00:00
Defensive Midfielder,1984.0,1.85m,5,157,"('New_Zealand', 'I')",https://national-football-teams.com/player/53563/Jake_Butler.html,2026-04-25T13:26:19+00:00
Centre Back,1990.0,1.87m,5,66,"('Belarus', 'I')",https://national-football-teams.com/player/30363/Robert_Primus.html,2026-04-25T13:26:19+00:00
Left Back,1986.0,1.72m,2,162,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/53644/Abdullah_Ahmed_Al_Asta.html,2026-04-25T13:26:19+00:00
Goalkeeper,1987.0,1.84m,5,174,"('Moldova', 'I')",https://national-football-teams.com/player/36549/Artiom_Gaiduchevici.html,2026-04-25T13:26:19+00:00
Defensive Midfielder,1987.0,1.83m,3,27,"('Sweden', 'I')",https://national-football-teams.com/player/39672/Petru_Racu.html,2026-04-25T13:26:19+00:00
Centre Back,1987.0,1.92m,2,122,"('Russia', 'I')",https://national-football-teams.com/player/26173/Igor_Armas.html,2026-04-25T13:26:19+00:00
Centre Back,1986.0,1.89m,2,366,"('Turkey', 'I')",https://national-football-teams.com/player/15775/Alexandru_Epureanu.html,2026-04-25T13:26:20+00:00
Centre Midfielder,1990.0,1.84m,1,210,"('Italy', 'I')",https://national-football-teams.com/player/30626/Artur_Ionita.html,2026-04-25T13:26:22+00:00
Defensive Midfielder,1984.0,1.85m,2,322,"('Russia', 'I')",https://national-football-teams.com/player/12193/Alexandru_Gatcan.html,2026-04-25T13:26:22+00:00
Centre Forward,1983.0,1.84m,2,68,"('Russia', 'I')",https://national-football-teams.com/player/27418/Igor_Picusceac.html,2026-04-25T13:26:22+00:00
Centre Forward,1986.0,1.91m,2,12,"('Ukraine', 'I')",https://national-football-teams.com/player/20986/Serghei_Alexeev.html,2026-04-25T13:26:22+00:00
Centre Midfielder,1984.0,1.80m,3,166,"('Romania', 'I')",https://national-football-teams.com/player/23943/Eugeniu_Cebotaru.html,2026-04-25T13:26:23+00:00
Centre Back,1986.0,1.88m,2,34,"('Russia', 'I')",https://national-football-teams.com/player/40673/Akaki_Khubutia.html,2026-04-25T13:26:23+00:00
Centre Back,1992.0,1.90m,2,199,"('Saudi_Arabia', 'I')",https://national-football-teams.com/player/51895/Solomon_Kvirkvelia.html,2026-04-25T13:26:23+00:00
Centre Back,1989.0,1.90m,2,163,"('Russia', 'I')",https://national-football-teams.com/player/43438/Gia_Grigalava.html,2026-04-25T13:26:23+00:00
Centre Back,1987.0,1.84m,2,244,"('Netherlands', 'I')",https://national-football-teams.com/player/28135/Guram_Kashia.html,2026-04-25T13:26:23+00:00
Right Midfielder,1987.0,1.84m,2,151,"('Ukraine', 'I')",https://national-football-teams.com/player/23396/Aleksandre_Kobakhidze.html,2026-04-25T13:26:23+00:00
Secondary striker,1984.0,1.76m,2,52,"('Russia', 'I')",https://national-football-teams.com/player/12752/Otar_Martsvaladze.html,2026-04-25T13:26:25+00:00
Attacking Midfielder,1993.0,1.83m,2,150,"('China', 'I')",https://national-football-teams.com/player/54766/Valeri_Qazaishvili.html,2026-04-25T13:26:25+00:00
Attacking Midfielder,1992.0,1.81m,2,105,"('Russia', 'I')",https://national-football-teams.com/player/40677/Tornike_Okriashvili.html,2026-04-25T13:26:25+00:00
Centre Midfielder,1988.0,1.75m,5,330,"('Georgia', 'I')",https://national-football-teams.com/player/46839/Irakli_Dzaria.html,2026-04-25T13:26:25+00:00
